16 160
600 1 6 0 1
600 1 6 0 1
600 1 6 0 1
600 1 6 0 1
600 1 6 0 1
600 1 6 0 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
0	0.000	0.000	0	0	0	0	0	0	0	600
1	9.598	9.697	3	30	1	1	0	0	0	1440
2	7.333	-0.192	3	30	0	1	0	0	0	1440
3	6.915	-7.093	3	30	1	1	0	0	0	1440
4	3.617	-7.317	3	30	0	1	0	0	0	1440
5	-8.010	-0.698	3	30	0	1	0	0	0	1440
6	-4.163	-3.106	3	30	0	1	0	0	0	1440
7	7.077	8.815	3	30	1	1	0	0	0	1440
8	7.011	-3.589	3	30	1	0	1	0	0	1440
9	9.902	2.929	3	30	0	1	0	0	0	1440
10	9.080	1.380	3	30	0	0	1	0	0	1440
11	-5.167	-5.036	3	30	0	1	0	0	0	1440
12	-7.949	-9.548	3	30	0	1	0	0	0	1440
13	-1.703	-0.518	3	30	0	1	0	0	0	1440
14	-0.442	-2.094	3	30	0	0	1	0	0	1440
15	5.819	8.515	3	30	0	1	0	0	0	1440
16	6.687	-4.461	3	30	1	0	1	0	0	1440
17	-4.985	-8.623	3	30	0	1	0	0	0	1440
18	3.037	-6.752	3	30	1	0	1	0	0	1440
19	-6.258	-1.328	3	30	0	0	0	1	0	1440
20	1.698	2.600	3	30	0	1	0	0	0	1440
21	7.752	0.368	3	30	1	1	0	0	0	1440
22	3.194	7.106	3	30	0	1	0	0	0	1440
23	-4.330	-0.652	3	30	0	1	0	0	0	1440
24	5.600	7.822	3	30	0	1	0	0	0	1440
25	-1.427	-5.248	3	30	0	1	0	0	0	1440
26	-9.338	3.711	3	30	0	1	0	0	0	1440
27	6.035	2.389	3	30	1	1	0	0	0	1440
28	-5.209	-9.573	3	30	0	1	0	0	0	1440
29	-5.396	5.280	3	30	0	1	0	0	0	1440
30	7.643	9.444	3	30	1	1	0	0	0	1440
31	-5.905	1.150	3	30	0	0	0	1	0	1440
32	1.028	0.780	3	30	1	1	0	0	0	1440
33	-1.120	-2.969	3	30	0	1	0	0	0	1440
34	6.057	-6.797	3	30	0	1	0	0	0	1440
35	5.265	-4.119	3	30	0	1	0	0	0	1440
36	5.593	6.418	3	30	1	0	0	1	0	1440
37	-2.371	-5.359	3	30	0	1	0	0	0	1440
38	-1.050	7.455	3	30	0	0	1	0	0	1440
39	-8.948	5.706	3	30	1	1	0	0	0	1440
40	8.500	8.828	3	30	0	1	0	0	0	1440
41	-5.261	8.726	3	30	1	1	0	0	0	1440
42	0.587	6.328	3	30	0	1	0	0	0	1440
43	-6.033	-3.446	3	30	1	1	0	0	0	1440
44	9.133	-6.545	3	30	1	0	0	1	0	1440
45	-2.678	0.979	3	30	0	1	0	0	0	1440
46	-3.137	-8.863	3	30	0	0	0	1	0	1440
47	-6.136	7.870	3	30	1	1	0	0	0	1440
48	-5.930	4.567	3	30	0	1	0	0	0	1440
49	-6.201	-1.632	3	30	1	1	0	0	0	1440
50	1.475	8.452	3	30	0	1	0	0	0	1440
51	9.243	7.372	3	30	1	1	0	0	0	1440
52	6.736	-5.859	3	30	1	1	0	0	0	1440
53	0.720	-7.177	3	30	1	1	0	0	0	1440
54	3.738	5.390	3	30	1	1	0	0	0	1440
55	-7.213	-3.835	3	30	1	1	0	0	0	1440
56	-8.898	5.584	3	30	0	1	0	0	0	1440
57	-6.618	-9.206	3	30	0	1	0	0	0	1440
58	6.385	4.568	3	30	1	1	0	0	0	1440
59	7.577	-2.852	3	30	1	1	0	0	0	1440
60	3.149	4.931	3	30	1	1	0	0	0	1440
61	-0.397	-1.465	3	30	1	1	0	0	0	1440
62	-3.346	1.405	3	30	1	1	0	0	0	1440
63	-2.616	6.415	3	30	0	1	0	0	0	1440
64	4.041	-4.401	3	30	1	1	0	0	0	1440
65	-2.371	-5.485	3	30	1	1	0	0	0	1440
66	-8.009	-7.553	3	30	0	1	0	0	0	1440
67	-2.576	-0.063	3	30	1	1	0	0	0	1440
68	-1.476	1.320	3	30	0	1	0	0	0	1440
69	-0.008	-8.009	3	30	0	1	0	0	0	1440
70	-7.735	5.170	3	30	0	0	0	1	0	1440
71	-2.808	-7.230	3	30	1	1	0	0	0	1440
72	9.670	2.021	3	30	0	1	0	0	0	1440
73	9.515	-9.685	3	30	1	1	0	0	0	1440
74	8.594	-8.691	3	30	1	0	1	0	0	1440
75	-0.440	-1.149	3	30	1	1	0	0	0	1440
76	6.543	6.441	3	30	1	1	0	0	0	1440
77	7.370	6.732	3	30	0	1	0	0	0	1440
78	-4.546	-6.472	3	30	1	1	0	0	0	1440
79	-0.783	-3.838	3	30	0	1	0	0	0	1440
80	4.758	2.025	3	30	1	1	0	0	0	1440
81	-6.404	0.473	3	30	1	1	0	0	473	488
82	-9.215	-3.702	3	30	0	1	0	0	219	234
83	8.637	0.407	3	30	1	1	0	0	109	124
84	-8.712	9.623	3	30	1	1	0	0	94	109
85	3.541	-9.960	3	30	0	1	0	0	429	444
86	-8.980	5.121	3	30	1	1	0	0	524	539
87	7.653	7.151	3	30	0	1	0	0	341	356
88	7.494	2.863	3	30	0	1	0	0	173	188
89	4.291	-2.154	3	30	1	1	0	0	437	452
90	4.772	6.624	3	30	0	1	0	0	431	446
91	-3.936	-3.627	3	30	0	1	0	0	47	62
92	-4.914	-4.319	3	30	0	0	0	1	533	548
93	8.501	4.595	3	30	1	1	0	0	479	494
94	4.483	2.584	3	30	1	1	0	0	536	551
95	5.769	1.759	3	30	1	1	0	0	130	145
96	-3.560	-5.548	3	30	0	1	0	0	291	306
97	-5.312	-8.888	3	30	0	1	0	0	275	290
98	-4.678	7.220	3	30	1	1	0	0	277	292
99	-6.669	1.198	3	30	1	1	0	0	21	36
100	7.984	-8.306	3	30	0	1	0	0	399	414
101	-8.118	-3.446	3	30	1	1	0	0	403	418
102	-2.343	-4.158	3	30	1	0	1	0	443	458
103	-5.834	-5.226	3	30	0	1	0	0	17	32
104	1.029	3.864	3	30	1	1	0	0	104	119
105	0.964	7.833	3	30	1	0	1	0	229	244
106	-2.308	-6.426	3	30	0	1	0	0	252	267
107	1.075	9.055	3	30	0	1	0	0	245	260
108	-5.727	7.209	3	30	1	1	0	0	216	231
109	4.862	5.419	3	30	0	1	0	0	160	175
110	1.437	0.088	3	30	0	1	0	0	470	485
111	7.431	4.012	3	30	0	1	0	0	464	479
112	0.733	1.304	3	30	0	1	0	0	378	393
113	2.774	-9.894	3	30	0	1	0	0	315	330
114	8.963	-9.110	3	30	0	1	0	0	159	174
115	-0.680	-6.319	3	30	0	1	0	0	78	93
116	3.602	-1.354	3	30	1	1	0	0	525	540
117	-6.216	0.355	3	30	1	1	0	0	50	65
118	1.251	3.016	3	30	1	1	0	0	244	259
119	-6.786	-2.171	3	30	1	1	0	0	471	486
120	-4.834	-8.643	3	30	0	0	0	1	487	502
121	-2.855	2.861	3	30	0	1	0	0	210	225
122	-4.436	-6.188	3	30	1	0	1	0	323	338
123	5.374	2.854	3	30	1	0	1	0	181	196
124	5.065	2.606	3	30	1	1	0	0	474	489
125	1.365	1.678	3	30	0	1	0	0	22	37
126	4.135	3.945	3	30	1	1	0	0	296	311
127	-2.288	8.310	3	30	0	1	0	0	508	523
128	9.900	9.952	3	30	0	1	0	0	3	18
129	3.064	-9.219	3	30	0	1	0	0	78	93
130	4.570	-1.991	3	30	0	1	0	0	191	206
131	9.271	-7.857	3	30	1	1	0	0	335	350
132	2.116	-3.796	3	30	0	1	0	0	457	472
133	3.973	2.069	3	30	1	0	0	1	91	106
134	-1.437	0.067	3	30	0	1	0	0	187	202
135	5.493	-9.062	3	30	0	1	0	0	136	151
136	-0.869	-8.933	3	30	0	0	0	1	274	289
137	-8.466	-4.454	3	30	0	1	0	0	33	48
138	-4.349	2.761	3	30	0	1	0	0	501	516
139	0.234	-6.144	3	30	0	1	0	0	41	56
140	5.828	6.529	3	30	1	1	0	0	507	522
141	7.855	1.698	3	30	0	1	0	0	6	21
142	-8.547	-0.185	3	30	0	1	0	0	512	527
143	-8.354	5.881	3	30	0	1	0	0	311	326
144	2.085	5.336	3	30	1	1	0	0	186	201
145	-1.765	-0.477	3	30	0	1	0	0	354	369
146	8.143	-2.735	3	30	0	1	0	0	264	279
147	9.976	9.511	3	30	0	1	0	0	119	134
148	8.913	7.468	3	30	0	1	0	0	511	526
149	1.787	-3.893	3	30	1	1	0	0	504	519
150	-7.537	-4.139	3	30	1	1	0	0	321	336
151	5.330	5.988	3	30	1	1	0	0	10	25
152	-8.868	-7.694	3	30	1	0	1	0	123	138
153	-9.396	-4.674	3	30	0	1	0	0	177	192
154	9.337	-3.665	3	30	1	0	1	0	328	343
155	-0.272	-4.597	3	30	1	1	0	0	200	215
156	-9.412	6.356	3	30	1	1	0	0	110	125
157	-9.785	6.003	3	30	0	1	0	0	127	142
158	-1.669	1.389	3	30	0	0	0	1	4	19
159	-7.628	3.586	3	30	1	1	0	0	388	403
160	-4.707	6.144	3	30	0	1	0	0	540	555
161	0.668	4.724	3	0	-1	-1	0	0	311	326
162	6.602	6.946	3	0	0	-1	0	0	479	494
163	-2.185	-5.860	3	0	-1	-1	0	0	318	333
164	-4.779	4.189	3	0	0	-1	0	0	482	497
