10 100
600 1 6 0 1
600 1 6 0 1
600 1 6 0 1
600 1 6 0 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
600 2 1 1 1
0	0.000	0.000	0	0	0	0	0	0	0	600
1	6.330	-7.530	3	30	0	1	0	0	0	1440
2	5.175	2.063	3	30	1	1	0	0	0	1440
3	-9.650	0.877	3	30	0	1	0	0	0	1440
4	-8.685	-4.244	3	30	0	0	0	1	0	1440
5	-2.818	0.207	3	30	1	0	1	0	0	1440
6	-7.869	-7.377	3	30	1	1	0	0	0	1440
7	9.552	-6.456	3	30	1	0	1	0	0	1440
8	1.982	-0.288	3	30	0	1	0	0	0	1440
9	-9.466	6.221	3	30	1	1	0	0	0	1440
10	2.307	-2.952	3	30	0	1	0	0	0	1440
11	3.912	-4.101	3	30	1	1	0	0	0	1440
12	-8.779	9.054	3	30	0	1	0	0	0	1440
13	-9.028	-9.074	3	30	1	1	0	0	0	1440
14	6.495	-6.644	3	30	0	1	0	0	0	1440
15	6.851	0.248	3	30	1	1	0	0	0	1440
16	8.572	-2.733	3	30	0	1	0	0	0	1440
17	-2.687	7.209	3	30	0	1	0	0	0	1440
18	-0.413	6.800	3	30	1	1	0	0	0	1440
19	1.321	-4.321	3	30	1	1	0	0	0	1440
20	5.128	2.930	3	30	1	1	0	0	0	1440
21	0.229	-3.680	3	30	0	1	0	0	0	1440
22	1.084	-0.241	3	30	0	1	0	0	0	1440
23	-2.690	8.578	3	30	0	1	0	0	0	1440
24	-8.272	7.343	3	30	0	1	0	0	0	1440
25	-3.104	3.310	3	30	0	0	1	0	0	1440
26	-5.472	2.088	3	30	0	0	0	1	0	1440
27	-1.870	-6.732	3	30	0	1	0	0	0	1440
28	-4.592	-5.961	3	30	1	1	0	0	0	1440
29	-9.814	-6.928	3	30	0	1	0	0	0	1440
30	2.834	-6.209	3	30	0	1	0	0	0	1440
31	-0.148	-1.713	3	30	1	1	0	0	0	1440
32	1.575	6.723	3	30	0	1	0	0	0	1440
33	8.904	-0.131	3	30	0	1	0	0	0	1440
34	-2.182	-4.209	3	30	0	1	0	0	0	1440
35	3.712	6.979	3	30	1	1	0	0	0	1440
36	-7.137	4.518	3	30	0	1	0	0	0	1440
37	6.446	7.390	3	30	0	0	1	0	0	1440
38	-0.808	7.636	3	30	1	1	0	0	0	1440
39	-8.724	-2.007	3	30	1	1	0	0	0	1440
40	5.227	-9.481	3	30	0	1	0	0	0	1440
41	2.778	-2.390	3	30	1	0	0	1	0	1440
42	-1.011	2.870	3	30	0	0	0	1	0	1440
